ID   Trainer                        #  Original        BST  --> Replacement     BST  Diff% 
400  Dana                           1  Seel            325  --> Popplio         320  -1.5%
400  Dana                           2  Psyduck         320  --> Cetoddle        334  +4.4%
400  Dana                           3  Haunter         405  --> -----           411  +1.5%
401  Alfred                         0  Noctowl         452  --> Terapagos       450  -0.4%
402  Tiffany                        0  Clefairy        323  --> -----           320  -0.9%
402  Tiffany                        1  Hitmonchan      455  --> Sandslash       450  -1.1%
403  Spencer                        0  Sandshrew       300  --> Yamask          303  +1.0%
403  Spencer                        1  Sandslash       450  --> Thwackey        420  -6.7%
403  Spencer                        2  Zubat           245  --> Gossifleur      250  +2.0%
404  Grunt                          0  Ekans           288  --> Spheal          290  +0.7%
404  Grunt                          1  Gloom           395  --> Lickitung       385  -2.5%
404  Grunt                          2  Gloom           395  --> Yanma           390  -1.3%
404  Grunt                          3  Slowpoke        315  --> Blitzle         295  -6.3%
405  Phil                           0  Natu            320  --> -----           303  -5.3%
405  Phil                           1  Koffing         340  --> Mudkip          310  -8.8%
405  Phil                           2  Kadabra         400  --> Cosmoem         400  +0.0%
405  Phil                           3  Skorupi         330  --> Elgyem          335  +1.5%
406  Zach                           0  Rhyhorn         345  --> Buneary         350  +1.4%
407  Allen                          0  Charmeleon      405  --> Braixen         409  +1.0%
407  Allen                          1  Azumarill       420  --> Corsola         410  -2.4%
407  Allen                          2  Magnemite       325  --> -----           335  +3.1%
407  Allen                          3  Sharpedo        460  --> -----           472  +2.6%
408  Cybil                          0  Mareep          280  --> Mankey          305  +8.9%
408  Cybil                          1  Nidorino        365  --> Nidorina        365  +0.0%
408  Cybil                          2  Bellossom       490  --> Kilowatrel      490  +0.0%
408  Cybil                          3  Lileep          355  --> -----           390  +9.9%
409  Brandon                        0  Snubbull        300  --> Fletchling      278  -7.3%
409  Brandon                        1  Mareep          280  --> Yamper          270  -3.6%
410  Harry                          0  Wooper          210  --> Tarountula      210  +0.0%
410  Harry                          1  Corphish        308  --> Cacnea          335  +8.8%
411  Vernon                         0  Espeon          525  --> -----           476  -9.3%
412  Eli                            0  Starmie         520  --> Crawdaunt       468  -10.0%
412  Eli                            1  Exeggcute       325  --> Tympole         294  -9.5%
412  Eli                            2  Girafarig       455  --> Azumarill       420  -7.7%
413  Scott                          0  Qwilfish        440  --> Eldegoss        460  +4.5%
413  Scott                          1  Wigglytuff      435  --> -----           471  +8.3%
413  Scott                          2  Qwilfish        440  --> -----           475  +8.0%
413  Scott                          3  Torchic         310  --> Clobbopus       310  +0.0%
413  Scott                          4  Seaking         450  --> -----           476  +5.8%
413  Scott                          5  Kecleon         440  --> Thievul         455  +3.4%
414  Jose                           0  Farfetch’d      377  --> -----           411  +9.0%
415  Jared                          0  Mr. Mime        460  --> Rapidash        500  +8.7%
415  Jared                          1  Chansey         450  --> Stonjorner      470  +4.4%
415  Jared                          2  Exeggcute       325  --> -----           320  -1.5%
415  Jared                          3  Tentacruel      515  --> Galvantula      472  -8.3%
415  Jared                          4  Exeggcute       325  --> Pansear         316  -2.8%
415  Jared                          5  Riolu           285  --> Hoothoot        262  -8.1%
416  Jo & Zoe                       0  Vileplume       490  --> Walrein         530  +8.2%
416  Jo & Zoe                       1  Shuckle         505  --> Whimsicott      480  -5.0%
416  Jo & Zoe                       2  Victreebel      490  --> Vespiquen       474  -3.3%
416  Jo & Zoe                       3  Bellossom       490  --> Lucario         525  +7.1%
417  Jenn                           0  Staryu          340  --> Skorupi         330  -2.9%
417  Jenn                           1  Starmie         520  --> Torkoal         470  -9.6%
418  Bruno                          0  Hitmontop       455  --> Quaxwell        410  -9.9%
418  Bruno                          1  Cloyster        525  --> Snorlax         540  +2.9%
418  Bruno                          2  Golbat          455  --> Crawdaunt       468  +2.9%
418  Bruno                          3  Horsea          295  --> Nincada         266  -9.8%
418  Bruno                          5  Blastoise       530  --> Slurpuff        480  -9.4%
418  Bruno                          8  Typhlosion      534  --> Aggron          530  -0.7%
418  Bruno                          9  Machamp         505  --> Grimmsnarl      510  +1.0%
418  Bruno                          10 Pelipper        440  --> Mr. Mime        460  +4.5%
419  Ellen                          0  Wigglytuff      435  --> Parasect        405  -6.9%
419  Ellen                          1  Granbull        450  --> -----           480  +6.7%
420  Perry                          0  Farfetch’d      377  --> Poliwhirl       385  +2.1%
421  Bret                           0  Taillow         270  --> Chingling       285  +5.6%
421  Bret                           1  Fearow          442  --> Maushold        470  +6.3%
422  Rodney                         0  Chingling       285  --> Ledyba          265  -7.0%
422  Rodney                         1  Hypno           483  --> Clawitzer       500  +3.5%
423  Jeremy                         0  Meowth          290  --> Pidove          264  -9.0%
423  Jeremy                         1  Meowth          290  --> Milcery         270  -6.9%
423  Jeremy                         2  Meowth          290  --> Morelull        285  -1.7%
424  Colin                          0  Delibird        330  --> -----           330  +0.0%
425  Meg & Peg                      0  Teddiursa       330  --> Piplup          314  -4.8%
425  Meg & Peg                      1  Phanpy          330  --> Fennekin        307  -7.0%
426  Meg & Peg                      0  Phanpy          330  --> Trubbish        329  -0.3%
426  Meg & Peg                      1  Teddiursa       330  --> Shelmet         305  -7.6%
427  Shirley                        0  Chatot          411  --> Misdreavus      435  +5.8%
427  Shirley                        1  Jigglypuff      270  --> -----           280  +3.7%
428  Nate                           0  Ledian          390  --> Arctibax        423  +8.5%
428  Nate                           1  Exeggutor       530  --> Roserade        515  -2.8%
429  Ricky                          0  Aipom           360  --> Drowzee         328  -8.9%
                                                       Moves: 0, 0, 40, 132
430  Jack                           0  Gloom           395  --> Dragonair       420  +6.3%
430  Jack                           1  Voltorb         330  --> Vanillite       305  -7.6%
431  Jack                           0  Vileplume       490  --> -----           490  +0.0%
431  Jack                           1  Electrode       490  --> Sinistcha       508  +3.7%
432  Alan                           0  Tangela         435  --> Machoke         405  -6.9%
432  Alan                           1  Yanma           390  --> -----           411  +5.4%
433  Alan                           0  Xatu            470  --> Orthworm        480  +2.1%
433  Alan                           1  Tangrowth       535  --> Luxray          523  -2.2%
433  Alan                           2  Quagsire        430  --> Emolga          428  -0.5%
433  Alan                           3  Yanmega         515  --> Lycanroc        487  -5.4%
434  Chad                           0  Mr. Mime        460  --> Bombirdier      485  +5.4%
434  Chad                           1  Magnemite       325  --> Tinkatink       297  -8.6%
435  Chad                           0  Mr. Mime        460  --> Nidoqueen       505  +9.8%
435  Chad                           1  Magneton        465  --> Vikavolt        500  +7.5%
436  Beverly                        0  Snubbull        300  --> -----           308  +2.7%
437  Beverly                        0  Granbull        450  --> Omastar         495  +10.0%
438  Derek                          0  Teddiursa       330  --> Vulpix          299  -9.4%
438  Derek                          1  Pikachu         320  --> Spheal          290  -9.4%
439  Derek                          0  Pichu           205  --> Tarountula      210  +2.4%
439  Derek                          1  Teddiursa       330  --> Sandshrew       300  -9.1%
439  Derek                          2  Pikachu         320  --> Yamask          303  -5.3%
439  Derek                          3  Teddiursa       330  --> -----           335  +1.5%
440  Huey                           0  Poliwhirl       385  --> Weepinbell      390  +1.3%
440  Huey                           1  Poliwhirl       385  --> Pyukumuku       410  +6.5%
441  Huey                           0  Poliwhirl       385  --> Delcatty        400  +3.9%
441  Huey                           1  Poliwrath       510  --> -----           480  -5.9%
442  Mickey                         0  Marill          250  --> Wiglett         245  -2.0%
443  Mickey                         0  Marill          250  --> Tadbulb         272  +8.8%
444  Reena                          0  Growlithe       350  --> Whirlipede      360  +2.9%
444  Reena                          1  Nidorina        365  --> Omanyte         355  -2.7%
444  Reena                          2  Staryu          340  --> Finneon         330  -2.9%
445  Reena                          0  Arcanine        555  --> Iron Moth       570  +2.7%
445  Reena                          1  Nidoqueen       505  --> -----           520  +3.0%
445  Reena                          2  Starmie         520  --> -----           500  -3.8%
446  Jose                           0  Farfetch’d      377  --> Flaaffy         365  -3.2%
446  Jose                           1  Farfetch’d      377  --> Servine         413  +9.5%
447  Vance                          0  Hoothoot        262  --> Pawmi           240  -8.4%
447  Vance                          1  Pidgeotto       349  --> -----           315  -9.7%
448  Vance                          0  Pidgeotto       349  --> Pawmo           350  +0.3%
448  Vance                          1  Pidgeot         479  --> -----           472  -1.5%
448  Vance                          2  Noctowl         452  --> Alomomola       470  +4.0%
449  Arnie                          0  Venomoth        450  --> -----           417  -7.3%
449  Arnie                          1  Kabutops        495  --> -----           475  -4.0%
450  Wilton                         0  Goldeen         320  --> Axew            320  +0.0%
450  Wilton                         1  Seaking         450  --> -----           487  +8.2%
450  Wilton                         2  Seaking         450  --> -----           411  -8.7%
451  Parry                          0  Onix            385  --> -----           411  +6.8%
451  Parry                          1  Graveler        390  --> -----           411  +5.4%
452  Parry                          0  Steelix         510  --> Staraptor       485  -4.9%
452  Parry                          1  Graveler        390  --> Espurr          355  -9.0%
453  Erin                           0  Bellossom       490  --> Houndoom        500  +2.0%
453  Erin                           1  Sunflora        425  --> Klawf           450  +5.9%
453  Erin                           2  Rapidash        500  --> Hitmonlee       455  -9.0%
454  Irwin                          0  Voltorb         330  --> Drowzee         328  -0.6%
454  Irwin                          1  Voltorb         330  --> Staryu          340  +3.0%
454  Irwin                          2  Voltorb         330  --> -----           320  -3.0%
454  Irwin                          3  Voltorb         330  --> Aron            330  +0.0%
455  Irwin                          0  Voltorb         330  --> Remoraid        300  -9.1%
455  Irwin                          1  Voltorb         330  --> Mime Jr.        310  -6.1%
455  Irwin                          2  Voltorb         330  --> Maschiff        340  +3.0%
455  Irwin                          3  Electrode       490  --> Huntail         485  -1.0%
456  Gaven                          0  Victreebel      490  --> Kilowatrel      490  +0.0%
456  Gaven                          1  Graveler        390  --> Dugtrio         425  +9.0%
456  Gaven                          2  Kingler         475  --> Girafarig       455  -4.2%
456  Gaven                          3  Bellossom       490  --> -----           472  -3.7%
456  Gaven                          4  Flareon         525  --> -----           560  +6.7%
456  Gaven                          5  Magmar          495  --> Beartic         505  +2.0%
457  Gaven                          0  Victreebel      490  --> Gigalith        515  +5.1%
457  Gaven                          1  Graveler        390  --> -----           411  +5.4%
457  Gaven                          2  Kingler         475  --> Talonflame      499  +5.1%
457  Gaven                          3  Bellossom       490  --> Huntail         485  -1.0%
457  Gaven                          4  Flareon         525  --> Ursaluna        550  +4.8%
457  Gaven                          5  Farfetch’d      377  --> Combusken       405  +7.4%
458  Jamie                          0  Rapidash        500  --> Druddigon       485  -3.0%
458  Jamie                          1  Meowth          290  --> Spheal          290  +0.0%
458  Jamie                          2  Ampharos        510  --> -----           494  -3.1%
458  Jamie                          3  Blastoise       530  --> Heatmor         484  -8.7%
459  Jamie                          0  Rapidash        500  --> Staraptor       485  -3.0%
459  Jamie                          1  Meowth          290  --> Totodile        314  +8.3%
459  Jamie                          2  Ampharos        510  --> Passimian       490  -3.9%
459  Jamie                          3  Seel            325  --> Salandit        320  -1.5%
460  Wade                           0  Butterfree      395  --> Dedenne         431  +9.1%
460  Wade                           1  Pidgey          251  --> Smeargle        250  -0.4%
460  Wade                           2  Butterfree      395  --> Magcargo        430  +8.9%
460  Wade                           3  Magcargo        430  --> Yanma           390  -9.3%
460  Wade                           4  Beedrill        395  --> Brionne         420  +6.3%
460  Wade                           5  Horsea          295  --> Ducklett        305  +3.4%
460  Wade                           6  Butterfree      395  --> Combusken       405  +2.5%
460  Wade                           7  Rapidash        500  --> Poliwrath       510  +2.0%
461  Wade                           0  Metapod         205  --> Azurill         190  -7.3%
461  Wade                           2  Butterfree      395  --> Castform        420  +6.3%
461  Wade                           3  Pidgeot         479  --> -----           510  +6.5%
461  Wade                           4  Kakuna          205  --> Cosmog          200  -2.4%
461  Wade                           6  Metapod         205  --> Scatterbug      200  -2.4%
462  Ralph                          0  Seaking         450  --> -----           411  -8.7%
463  Ralph                          0  Qwilfish        440  --> Whiscash        468  +6.4%
463  Ralph                          1  Seaking         450  --> Terapagos       450  +0.0%
464  Dana                           0  Flaaffy         365  --> Dolliv          354  -3.0%
464  Dana                           1  Seel            325  --> Treecko         310  -4.6%
464  Dana                           2  Psyduck         320  --> Krokorok        351  +9.7%
464  Dana                           3  Haunter         405  --> Wartortle       405  +0.0%
465  Dana                           0  Golduck         500  --> Umbreon         525  +5.0%
465  Dana                           1  Exeggutor       530  --> -----           580  +9.4%
465  Dana                           2  Ampharos        510  --> Jumpluff        460  -9.8%
465  Dana                           3  Xatu            470  --> Magneton        465  -1.1%
466  Tiffany                        0  Clefairy        323  --> Abra            310  -4.0%
466  Tiffany                        1  Goldeen         320  --> -----           330  +3.1%
467  Tiffany                        0  Clefable        483  --> Jellicent       480  -0.6%
467  Tiffany                        1  Tyrogue         210  --> Pichu           205  -2.4%
468  Ross                           0  Koffing         340  --> Silicobra       315  -7.4%
468  Ross                           1  Koffing         340  --> Aron            330  -2.9%
469  Mitch                          0  Ditto           288  --> Jangmo-o        300  +4.2%
470  Gregg                          0  Magnemite       325  --> Voltorb         330  +1.5%
470  Gregg                          1  Magnemite       325  --> Carvanha        305  -6.2%
470  Gregg                          2  Magnemite       325  --> Grimer          325  +0.0%
471  Garett                         0  Magnemite       325  --> Darumaka        315  -3.1%
471  Garett                         1  Magnemite       325  --> Pansage         316  -2.8%
471  Garett                         2  Magnemite       325  --> Geodude         300  -7.7%
472  Trenton                        0  Porygon         395  --> Monferno        405  +2.5%
472  Trenton                        1  Skorupi         330  --> Tirtouga        355  +7.6%
473  Mickey                         0  Koffing         340  --> Chimchar        309  -9.1%
473  Mickey                         1  Koffing         340  --> Cranidos        350  +2.9%
474  Mickey                         0  Ditto           288  --> -----           265  -8.0%
475  Mickey                         0  Magnemite       325  --> Cutiefly        304  -6.5%
475  Mickey                         1  Magnemite       325  --> Grookey         310  -4.6%
475  Mickey                         2  Magnemite       325  --> Tentacool       335  +3.1%
476  Mickey                         0  Magnemite       325  --> Tympole         294  -9.5%
476  Mickey                         1  Magnemite       325  --> Finizen         315  -3.1%
476  Mickey                         2  Magnemite       325  --> Shellder        305  -6.2%
477  Mickey                         0  Porygon         395  --> Ponyta          410  +3.8%
477  Mickey                         1  Sentret         215  --> Kricketot       194  -9.8%
478  Ariana                         0  Arbok           448  --> Swellow         455  +1.6%
478  Ariana                         1  Porygon         395  --> Magcargo        430  +8.9%
478  Ariana                         2  Vileplume       490  --> Galvantula      472  -3.7%
478  Ariana                         3  Dugtrio         425  --> Ribombee        464  +9.2%
478  Ariana                         4  Murkrow         405  --> -----           420  +3.7%
478  Ariana                         5  Electrode       490  --> -----           454  -7.3%
479  Ariana                         0  Arbok           448  --> Maractus        461  +2.9%
479  Ariana                         1  Porygon         395  --> -----           411  +4.1%
479  Ariana                         2  Gloom           395  --> Drakloak        410  +3.8%
479  Ariana                         3  Dugtrio         425  --> Spidops         404  -4.9%
479  Ariana                         4  Murkrow         405  --> Morgrem         370  -8.6%
479  Ariana                         5  Electrode       490  --> Palafin         457  -6.7%
480  Diana                          0  Jynx            455  --> Pidgeot         479  +5.3%
481  Jill                           0  Dewgong         475  --> Slurpuff        480  +1.1%
482  Deandre                        0  Seel            325  --> Squirtle        314  -3.4%
482  Deandre                        1  Dewgong         475  --> Ferrothorn      489  +2.9%
482  Deandre                        2  Seel            325  --> -----           330  +1.5%
483  Patton                         0  Swinub          250  --> Shedinja        236  -5.6%
483  Patton                         1  Swinub          250  --> -----           265  +6.0%
484  Gerardo                        0  Shellder        305  --> Gimmighoul      300  -1.6%
484  Gerardo                        1  Oddish          320  --> Turtwig         318  -0.6%
484  Gerardo                        2  Cloyster        525  --> -----           475  -9.5%
484  Gerardo                        3  Chimchar        309  --> Duskull         295  -4.5%
484  Gerardo                        4  Seel            325  --> Swablu          310  -4.6%
484  Gerardo                        5  Espeon          525  --> -----           500  -4.8%
485  Archer                         0  Houndour        330  --> Cranidos        350  +6.1%
485  Archer                         1  Sudowoodo       410  --> Seadra          440  +7.3%
485  Archer                         2  Koffing         340  --> Zorua           330  -2.9%
485  Archer                         3  Tangela         435  --> -----           470  +8.0%
485  Archer                         4  Houndoom        500  --> Bellossom       490  -2.0%
485  Archer                         5  Sudowoodo       410  --> -----           411  +0.2%
486  Proton                         0  Zubat           245  --> Bunnelby        237  -3.3%
486  Proton                         1  Koffing         340  --> Stufful         340  +0.0%
487  Petrel                         0  Koffing         340  --> -----           335  -1.5%
487  Petrel                         1  Lickitung       385  --> -----           411  +6.8%
487  Petrel                         2  Koffing         340  --> Swirlix         341  +0.3%
487  Petrel                         3  Lickitung       385  --> Charjabug       400  +3.9%
487  Petrel                         4  Koffing         340  --> Loudred         360  +5.9%
487  Petrel                         5  Lickitung       385  --> Beedrill        395  +2.6%
487  Petrel                         6  Weezing         490  --> Electabuzz      490  +0.0%
487  Petrel                         7  Lickitung       385  --> Trumbeak        355  -7.8%
487  Petrel                         8  Koffing         340  --> Phantump        309  -9.1%
487  Petrel                         9  Lickitung       385  --> -----           420  +9.1%
487  Petrel                         10 Koffing         340  --> Zorua           330  -2.9%
487  Petrel                         11 Lickitung       385  --> Munchlax        390  +1.3%
488  Petrel                         0  Zubat           245  --> Combee          244  -0.4%
488  Petrel                         1  Raticate        413  --> -----           411  -0.5%
488  Petrel                         2  Koffing         340  --> Fuecoco         310  -8.8%
489  Silver                         0  Sneasel         430  --> Pachirisu       405  -5.8%
489  Silver                         1  Donphan         500  --> Bellibolt       495  -1.0%
489  Silver                         2  Crobat          535  --> Florges         552  +3.2%
489  Silver                         3  Illumise        430  --> Dedenne         431  +0.2%
489  Silver                         4  Magneton        465  --> -----           460  -1.1%
489  Silver                         5  Gible           300  --> -----           320  +6.7%
489  Silver                         6  Gengar          500  --> Scrafty         488  -2.4%
489  Silver                         7  Koffing         340  --> Oddish          320  -5.9%
489  Silver                         8  Alakazam        500  --> Meowstic        466  -6.8%
489  Silver                         9  Kangaskhan      490  --> -----           472  -3.7%
489  Silver                         10 Meganium        525  --> Mewscarada      530  +1.0%
489  Silver                         11 Smeargle        250  --> Hoothoot        262  +4.8%
490  Silver                         0  Sneasel         430  --> Marowak         425  -1.2%
490  Silver                         1  Donphan         500  --> Armarouge       525  +5.0%
490  Silver                         2  Crobat          535  --> Gliscor         510  -4.7%
490  Silver                         3  Illumise        430  --> Stantler        465  +8.1%
490  Silver                         4  Magneton        465  --> -----           420  -9.7%
490  Silver                         5  Gible           300  --> Trapinch        290  -3.3%
490  Silver                         6  Gengar          500  --> -----           500  +0.0%
490  Silver                         7  Koffing         340  --> Mime Jr.        310  -8.8%
490  Silver                         8  Alakazam        500  --> Yanmega         515  +3.0%
490  Silver                         9  Kangaskhan      490  --> -----           494  +0.8%
490  Silver                         10 Typhlosion      534  --> Regidrago       580  +8.6%
490  Silver                         11 Magikarp        200  --> Silcoon         205  +2.5%
491  Silver                         0  Sneasel         430  --> -----           471  +9.5%
491  Silver                         1  Sudowoodo       410  --> -----           417  +1.7%
491  Silver                         2  Growlithe       350  --> Pansear         316  -9.7%
491  Silver                         3  Gloom           395  --> Dartrix         420  +6.3%
491  Silver                         5  Skuntank        479  --> Magneton        465  -2.9%
491  Silver                         8  Koffing         340  --> Pidgeotto       349  +2.6%
491  Silver                         9  Alakazam        500  --> Escavalier      495  -1.0%
491  Silver                         10 Gengar          500  --> Zoroark         510  +2.0%
491  Silver                         11 Poliwag         300  --> Sobble          310  +3.3%
491  Silver                         12 Kricketot       194  --> Weedle          195  +0.5%
492  Alex                           0  Nidoking        505  --> -----           487  -3.6%
492  Alex                           1  Slowking        490  --> Garganacl       500  +2.0%
492  Alex                           2  Magikarp        200  --> Pichu           205  +2.5%
493  Edith                          0  Haunter         405  --> Quilladin       405  +0.0%
494  Georgina                       0  Gastly          310  --> Trubbish        329  +6.1%
494  Georgina                       1  Gastly          310  --> Staryu          340  +9.7%
494  Georgina                       2  Gastly          310  --> Shuppet         295  -4.8%
494  Georgina                       3  Gastly          310  --> Salandit        320  +3.2%
494  Georgina                       4  Gastly          310  --> Ditto           288  -7.1%
495  Boy                            0  Chikorita       318  --> Oshawott        308  -3.1%
496  Boy                            0  Cyndaquil       309  --> Chikorita       318  +2.9%
497  Boy                            0  Totodile        314  --> Snorunt         300  -4.5%
498  Eusine                         0  Drowzee         328  --> Clobbopus       310  -5.5%
498  Eusine                         1  Haunter         405  --> Wugtrio         425  +4.9%
498  Eusine                         2  Haunter         405  --> Fraxure         410  +1.2%
498  Eusine                         3  Igglybuff       210  --> Caterpie        195  -7.1%
498  Eusine                         4  Electrode       490  --> Druddigon       485  -1.0%
498  Eusine                         5  Forretress      465  --> -----           480  +3.2%
499  Grunt                          0  Drowzee         328  --> Stunky          329  +0.3%
499  Grunt                          1  Nidoran[F]      275  --> Tynamo          275  +0.0%
499  Grunt                          2  Grimer          325  --> Tentacool       335  +3.1%
499  Grunt                          3  Hitmonchan      455  --> Octillery       480  +5.5%
500  Kobe                           0  Dragonair       420  --> Raboot          420  +0.0%
500  Kobe                           1  Phanpy          330  --> Mantyke         345  +4.5%
501  Piper                          0  Horsea          295  --> Riolu           285  -3.4%
501  Piper                          1  Elekid          360  --> Hippopotas      330  -8.3%
501  Piper                          2  Horsea          295  --> Budew           280  -5.1%
501  Piper                          3  Elekid          360  --> Duosion         370  +2.8%
501  Piper                          4  Seadra          440  --> Swellow         455  +3.4%
501  Piper                          5  Elekid          360  --> Butterfree      395  +9.7%
502  Clea & Gil                     0  Dratini         300  --> Sandshrew       300  +0.0%
502  Clea & Gil                     1  Nidoran[F]      275  --> Tinkatink       297  +8.0%
502  Clea & Gil                     2  Dratini         300  --> Solosis         290  -3.3%
502  Clea & Gil                     3  Nidoran[F]      275  --> Impidimp        265  -3.6%
503  Jack                           0  Electrode       490  --> -----           460  -6.1%
503  Jack                           1  Forretress      465  --> Sinistcha       508  +9.2%
503  Jack                           2  Vileplume       490  --> Sharpedo        460  -6.1%
503  Jack                           3  Miltank         490  --> Hypno           483  -1.4%
503  Jack                           4  Arcanine        555  --> Coalossal       510  -8.1%
503  Jack                           5  Mareep          280  --> -----           303  +8.2%
504  Mickey                         0  Electrode       490  --> -----           510  +4.1%
504  Mickey                         1  Chansey         450  --> Heliolisk       481  +6.9%
504  Mickey                         2  Growlithe       350  --> -----           335  -4.3%
504  Mickey                         3  Pichu           205  --> Silcoon         205  +0.0%
504  Mickey                         4  Vileplume       490  --> -----           500  +2.0%
504  Mickey                         5  Tyrogue         210  --> Cleffa          218  +3.8%
505  Alan                           0  Xatu            470  --> -----           424  -9.8%
505  Alan                           1  Tangrowth       535  --> Relicanth       485  -9.3%
505  Alan                           2  Quagsire        430  --> Hitmontop       455  +5.8%
505  Alan                           3  Yanmega         515  --> Blaziken        530  +2.9%
506  Mickey                         0  Xatu            470  --> -----           500  +6.4%
506  Mickey                         1  Tyranitar       600  --> -----           565  -5.8%
506  Mickey                         2  Tangela         435  --> -----           411  -5.5%
506  Mickey                         3  Tentacool       335  --> Glameow         310  -7.5%
506  Mickey                         4  Yanma           390  --> Spidops         404  +3.6%
506  Mickey                         5  Venonat         305  --> Shelmet         305  +0.0%
506  Mickey                         6  Quagsire        430  --> Dewott          413  -4.0%
506  Mickey                         7  Muk             500  --> -----           472  -5.6%
507  Chad                           0  Mr. Mime        460  --> Magneton        465  +1.1%
507  Chad                           1  Gengar          500  --> -----           495  -1.0%
507  Chad                           2  Magneton        465  --> -----           495  +6.5%
507  Chad                           3  Gible           300  --> Remoraid        300  +0.0%
508  Mickey                         0  Mr. Mime        460  --> Torracat        420  -8.7%
508  Mickey                         1  Skarmory        465  --> Masquerain      454  -2.4%
508  Mickey                         2  Magneton        465  --> Lilligant       480  +3.2%
508  Mickey                         3  Magikarp        200  --> Sentret         215  +7.5%
509  Huey                           0  Politoed        500  --> Lunatone        460  -8.0%
509  Huey                           1  Quagsire        430  --> Crocalor        411  -4.4%
509  Huey                           2  Poliwrath       510  --> Talonflame      499  -2.2%
509  Huey                           3  Machop          305  --> Sobble          310  +1.6%
510  Joey                           0  Raticate        413  --> Quagsire        430  +4.1%
510  Joey                           1  Surskit         269  --> Lechonk         254  -5.6%
511  Mickey                         0  Raticate        413  --> Eelektrik       405  -1.9%
511  Mickey                         1  Houndour        330  --> Tirtouga        355  +7.6%
512  Wade                           0  Butterfree      395  --> Zweilous        420  +6.3%
512  Wade                           1  Pidgeot         479  --> Lunatone        460  -4.0%
512  Wade                           2  Butterfree      395  --> Magcargo        430  +8.9%
512  Wade                           3  Clamperl        345  --> Zorua           330  -4.3%
512  Wade                           4  Beedrill        395  --> -----           411  +4.1%
512  Wade                           5  Hippowdon       525  --> Arboliva        510  -2.9%
512  Wade                           6  Butterfree      395  --> Wormadam        424  +7.3%
512  Wade                           7  Clamperl        345  --> Farfetch’d      377  +9.3%
513  Arnie                          0  Nincada         266  --> Lechonk         254  -4.5%
513  Arnie                          1  Kabutops        495  --> Feraligatr      530  +7.1%
513  Arnie                          2  Venomoth        450  --> Skarmory        465  +3.3%
513  Arnie                          3  Torkoal         470  --> Durant          484  +3.0%
514  Mickey                         0  Venomoth        450  --> Alomomola       470  +4.4%
514  Mickey                         1  Gastly          310  --> Salandit        320  +3.2%
515  Ralph                          0  Qwilfish        440  --> -----           411  -6.6%
515  Ralph                          1  Seaking         450  --> Furret          415  -7.8%
516  Mickey                         0  Qwilfish        440  --> Swanna          473  +7.5%
516  Mickey                         1  Golbat          455  --> Alakazam        500  +9.9%
516  Mickey                         2  Seaking         450  --> -----           472  +4.9%
516  Mickey                         3  Pinsir          500  --> Rapidash        500  +0.0%
517  Tully                          0  Seaking         450  --> Ribombee        464  +3.1%
517  Tully                          1  Infernape       534  --> -----           540  +1.1%
517  Tully                          2  Seaking         450  --> Palossand       480  +6.7%
517  Tully                          3  Octillery       480  --> Wigglytuff      435  -9.4%
517  Tully                          4  Qwilfish        440  --> -----           411  -6.6%
517  Tully                          5  Hitmonchan      455  --> -----           440  -3.3%
518  Liz                            0  Victreebel      490  --> Gengar          500  +2.0%
518  Liz                            1  Nidoking        505  --> Porygon-Z       535  +5.9%
518  Liz                            2  Nidoqueen       505  --> Victreebel      490  -3.0%
519  Mickey                         0  Weepinbell      390  --> -----           424  +8.7%
519  Mickey                         1  Skiploom        340  --> Buizel          330  -2.9%
519  Mickey                         2  Nidoking        505  --> Komala          480  -5.0%
519  Mickey                         3  Phanpy          330  --> Maschiff        340  +3.0%
519  Mickey                         4  Nidoqueen       505  --> Lunatone        460  -8.9%
519  Mickey                         5  Nidoking        505  --> Feraligatr      530  +5.0%
520  Gina                           0  Skiploom        340  --> Morgrem         370  +8.8%
520  Gina                           1  Jumpluff        460  --> Revavroom       500  +8.7%
520  Gina                           2  Venusaur        525  --> Altaria         490  -6.7%
521  Mickey                         0  Jumpluff        460  --> -----           418  -9.1%
521  Mickey                         1  Xatu            470  --> -----           500  +6.4%
521  Mickey                         2  Jumpluff        460  --> Heliolisk       481  +4.6%
521  Mickey                         3  Xatu            470  --> -----           494  +5.1%
521  Mickey                         4  Venusaur        525  --> Dhelmise        517  -1.5%
521  Mickey                         5  Jumpluff        460  --> Alcremie        495  +7.6%
522  Tiffany                        0  Clefable        483  --> Slowking        490  +1.4%
522  Tiffany                        1  Dewgong         475  --> Exploud         490  +3.2%
523  Anthony                        0  Graveler        390  --> Arctibax        423  +8.5%
523  Anthony                        1  Golem           495  --> Primarina       530  +7.1%
523  Anthony                        2  Machamp         505  --> -----           460  -8.9%
524  Mickey                         0  Graveler        390  --> -----           420  +7.7%
524  Mickey                         1  Forretress      465  --> Palafin         457  -1.7%
524  Mickey                         2  Golem           495  --> -----           480  -3.0%
524  Mickey                         3  Forretress      465  --> -----           495  +6.5%
524  Mickey                         4  Machoke         405  --> Sneasel         430  +6.2%
524  Mickey                         5  Cloyster        525  --> -----           520  -1.0%
525  Todd                           0  Graveler        390  --> Drakloak        410  +5.1%
525  Todd                           1  Graveler        390  --> Grovyle         405  +3.8%
525  Todd                           2  Magcargo        430  --> Frogadier       405  -5.8%
